Batch#,STPP_Dosing Time,STPP_QTY,SODAL 1_Dosing Time,SODAL 1_QTY,LABSA_Dosing Time,LABSA_QTY,Mixing-1,Colour_Dosing Time,Colour_QTY,Mixing-2,Frisis + Feldspar_Dosing Time,Frisis + Feldspar_QTY,Mixing-3,HA 20_Dosing Time,HA 20_QTY,Mixing-4,SODAL 2_Dosing Time,SODAL 2_QTY,Mixing-5,Phosphoric Acid_Dosing Time,Phosphoric Acid_QTY,Mixing-6,Sodium Silicate_Dosing Time,Sodium Silicate_QTY,Mixing-7,Perfume_Dosing Time,Perfume_QTY,Mixing-8,Total Mixing Time,IDLE Time before PV,Median_BatchPV
Batch-1325,25,170,144,719,82,463,264,15,16,46,36,342,174,25,79,128,117,648,138,849,258,294,22,62,27,62,2,30,1101,1530,28
Batch-1326,39,170,105,720,128,462,292,110,15,8,34,343,173,25,80,130,157,643,154,781,249,321,15,70,27,22,2,29,1134,2684,29
Batch-1327,20,170,168,720,121,460,282,103,14,48,28,344,162,25,80,157,192,658,131,780,250,329,17,70,33,6,2,30,1148,5222,36
Batch-1328,27,170,183,719,82,462,280,111,16,17,35,337,173,29,80,135,184,661,148,757,253,334,15,69,28,48,2,29,1144,3513,30
Batch-1329,23,170,142,719,83,462,269,90,14,37,38,336,179,29,81,156,150,654,171,803,257,333,15,66,27,36,2,29,1148,4208,36
Batch-1330,26,170,105,719,133,468,248,120,15,10,36,336,157,27,80,143,122,638,121,857,253,323,25,60,29,3,2,29,1060,4450,30
Batch-1331,34,170,149,720,84,464,283,97,15,23,35,340,173,27,79,156,119,650,141,820,253,303,26,69,31,60,2,28,1138,3936,30
Batch-1332,16,170,180,719,110,466,258,66,16,60,35,341,169,28,79,156,198,639,165,806,256,302,16,64,29,31,2,30,1148,1093,28
Batch-1333,38,170,112,721,98,462,238,17,16,33,32,337,158,27,79,164,150,655,127,831,258,301,22,63,27,64,2,30,1078,1752,27
Batch-1334,35,170,121,720,85,460,247,80,15,39,41,338,181,25,80,124,140,650,158,827,259,303,22,61,29,15,2,29,1110,5852,33
Batch-1335,15,170,173,719,100,460,258,67,15,60,32,338,179,29,79,154,197,647,167,816,257,307,19,60,31,18,2,31,1148,4408,32
Batch-1336,39,170,119,721,121,461,292,80,16,55,34,342,169,29,81,126,221,662,131,757,265,300,15,68,28,2,2,29,1130,686,27
Batch-1337,27,170,161,719,105,466,237,104,15,16,35,344,157,28,81,141,165,655,153,811,248,329,16,67,27,16,2,29,1089,3741,29
Batch-1338,32,170,140,720,94,461,283,46,16,32,39,337,153,28,80,129,175,643,150,836,253,303,19,60,28,30,2,29,1107,4993,35
Batch-1339,35,170,154,719,76,463,258,101,14,44,34,343,168,27,79,140,116,654,129,812,253,337,25,60,33,54,2,28,1137,4293,30
Batch-1340,29,170,136,720,117,467,249,107,16,56,26,341,168,29,80,123,126,650,178,837,243,317,25,65,29,57,2,30,1148,3926,30
Batch-1341,22,170,138,719,87,469,238,20,15,33,34,343,176,28,79,132,214,659,161,809,259,306,20,61,33,24,2,30,1109,1268,28
Batch-1342,36,170,156,719,104,461,247,84,16,27,38,337,160,28,79,150,111,663,124,831,246,297,16,62,33,64,2,30,1068,2418,27
Batch-1343,38,170,198,719,131,468,264,62,15,27,35,336,181,28,80,145,154,647,128,770,247,310,21,66,29,51,2,30,1114,4384,30
Batch-1344,21,170,149,719,114,463,297,68,15,32,37,342,153,29,80,142,148,635,123,774,261,313,23,62,29,56,2,28,1117,4974,30
Batch-1345,30,170,156,720,92,470,248,98,16,60,40,335,161,28,80,139,180,643,173,785,245,323,20,69,27,28,2,30,1148,4091,30
Batch-1346,29,170,194,720,76,469,241,52,14,47,31,344,167,25,81,134,163,638,152,855,258,328,16,60,27,23,2,29,1125,4531,32
Batch-1347,21,170,106,721,93,469,273,99,16,43,26,336,165,29,81,138,197,635,121,802,261,299,19,64,29,10,2,30,1098,3104,29
Batch-1348,30,170,171,720,80,466,240,104,14,61,34,342,162,26,80,155,219,660,157,808,245,313,17,68,27,7,2,28,1143,1522,27
Batch-1349,24,170,159,719,132,467,269,107,16,29,29,339,181,25,80,156,167,653,172,839,258,305,24,70,33,26,2,29,1148,5947,38
Batch-1350,36,170,137,721,106,462,295,77,14,50,38,335,156,28,79,151,130,644,167,811,256,323,18,68,28,37,2,28,1148,4302,31
Batch-1351,25,170,128,719,124,462,238,14,16,27,39,340,178,29,79,127,191,653,180,846,254,294,24,67,28,48,2,29,1101,4720,34
Batch-1352,34,170,173,720,82,461,286,103,14,46,30,339,167,25,79,132,143,643,156,831,250,327,16,70,28,40,2,29,1148,2810,29
Batch-1353,24,170,194,719,95,461,263,11,15,34,39,343,173,26,81,155,205,654,162,793,258,314,15,69,32,7,2,31,1148,1525,28
Batch-1354,39,170,180,719,101,464,279,69,14,35,41,342,171,28,80,142,200,650,161,756,256,294,20,67,28,34,2,30,1140,5856,32
Batch-1355,36,170,173,721,117,460,267,70,16,58,35,340,176,29,80,162,123,640,141,761,251,294,26,63,33,10,2,29,1148,4546,30
Batch-1356,16,170,130,719,126,463,279,18,16,14,33,344,153,25,81,129,109,655,137,846,247,325,20,61,28,16,2,31,1096,2429,28
Batch-1357,33,170,142,721,135,460,267,110,14,28,34,336,163,27,80,157,153,658,167,858,254,331,21,63,29,10,2,30,1148,4776,37
Batch-1358,31,170,107,720,90,469,256,52,14,20,31,342,173,28,81,159,194,647,121,817,246,335,16,69,30,41,2,31,1125,3429,29
Batch-1359,27,170,176,719,91,460,256,94,14,27,38,343,177,25,81,150,106,646,145,796,251,323,20,65,28,56,2,31,1137,3126,29
Batch-1360,22,170,119,719,93,461,253,116,14,20,39,342,168,27,79,159,174,641,139,848,248,308,25,60,27,53,2,31,1105,5836,31
Batch-1361,27,170,149,720,102,467,240,50,14,8,29,343,173,25,79,143,119,652,141,763,249,336,15,61,32,2,2,31,1104,2295,28
Batch-1362,38,170,177,720,98,462,280,50,14,16,29,337,158,29,79,161,104,638,148,848,257,322,16,70,31,37,2,30,1146,2281,29
Batch-1363,27,170,189,719,125,467,247,47,14,12,34,344,172,27,81,132,151,641,148,771,243,302,22,63,30,13,2,31,1074,654,25
Batch-1364,32,170,160,721,112,461,282,13,15,46,34,342,154,28,80,143,207,661,162,758,243,313,16,62,27,43,2,29,1148,5861,32
Batch-1365,18,170,192,721,120,466,293,26,16,46,27,335,175,29,79,147,158,650,148,784,257,334,16,60,27,43,2,31,1148,4364,33
Batch-1366,38,170,155,720,97,461,288,52,14,15,40,344,154,26,80,125,115,650,124,770,257,337,15,68,33,61,2,31,1107,5209,34
Batch-1367,37,170,159,719,126,460,258,25,14,43,35,337,163,28,79,158,131,657,179,764,264,331,20,61,31,4,2,28,1148,1506,28
Batch-1368,31,170,178,719,113,460,282,53,16,54,33,342,173,29,81,148,103,655,166,763,255,300,16,69,31,59,2,29,1148,725,28
Batch-1369,21,170,155,720,118,468,287,5,16,55,34,338,176,25,81,147,130,643,175,805,262,301,21,69,30,32,2,28,1148,2623,30
Batch-1370,21,170,122,721,134,467,269,7,14,46,33,340,162,27,81,153,103,653,140,857,252,319,17,60,29,62,2,31,1148,4707,34
Batch-1371,39,170,103,720,92,460,249,104,15,61,31,338,160,28,81,146,198,645,170,796,245,300,20,64,27,25,2,28,1141,5903,32
Batch-1372,30,170,142,721,114,462,287,67,15,50,37,341,174,28,79,143,210,662,140,782,252,302,21,64,28,15,2,30,1148,1266,28
Batch-1373,27,170,194,719,97,466,296,16,15,49,33,337,153,25,80,153,158,643,156,793,258,320,22,64,31,24,2,29,1148,2460,29
Batch-1374,28,170,193,720,86,464,258,114,14,54,31,335,154,26,81,120,107,641,121,826,247,329,16,70,28,22,2,29,1093,2724,28
Batch-1375,37,170,164,721,90,464,254,77,15,43,40,338,167,28,80,147,141,646,130,824,259,329,25,60,30,24,2,30,1130,3439,29
Batch-1376,15,170,127,720,82,468,284,122,15,9,31,345,153,28,79,122,113,636,125,783,248,293,17,66,33,27,2,31,1050,2212,27
Batch-1377,31,170,152,721,101,460,264,42,15,55,30,339,161,28,80,149,183,655,149,798,248,309,22,61,33,56,2,28,1148,3696,29
Batch-1378,33,170,159,721,88,461,263,24,15,54,32,342,154,29,81,124,203,664,180,816,247,300,16,65,27,55,2,30,1132,4466,35
Batch-1379,36,170,104,719,106,466,244,43,16,27,38,340,165,27,79,156,115,649,133,784,250,309,21,61,29,41,2,28,1091,740,25
Batch-1380,15,170,116,719,121,462,242,83,14,20,29,343,170,28,81,131,169,654,137,838,257,296,22,61,29,4,2,30,1055,3190,29
Batch-1381,36,170,160,720,87,466,254,24,16,33,29,339,170,25,81,147,202,657,162,814,253,328,24,61,28,57,2,31,1148,4880,33
Batch-1382,22,170,120,719,76,463,240,31,15,17,35,337,153,27,80,129,205,655,147,806,263,319,23,64,33,64,2,31,1069,2802,28
Batch-1383,35,170,137,720,104,464,283,96,15,56,34,336,168,26,80,152,185,638,176,786,253,333,23,61,29,29,2,31,1148,5983,35
Batch-1384,36,170,178,720,84,469,283,35,15,50,35,342,178,28,80,140,211,650,181,828,249,310,15,66,28,57,2,28,1148,5468,34
Batch-1385,29,170,178,721,101,470,289,58,14,43,26,339,181,26,79,153,192,639,181,846,264,335,16,60,29,31,2,31,1148,2552,34
Batch-1386,25,170,115,721,127,466,254,6,14,19,39,342,158,25,80,157,218,660,165,852,255,322,23,62,28,49,2,30,1133,3557,30
Batch-1387,19,170,167,719,129,463,259,79,15,12,27,345,176,26,81,133,203,638,159,774,259,298,24,61,31,36,2,28,1096,5164,36
Batch-1388,36,170,170,719,131,467,242,26,16,42,35,340,178,28,80,130,184,657,181,818,251,302,22,69,27,4,2,28,1130,4065,34
Batch-1389,28,170,110,719,107,467,264,44,14,10,40,335,157,29,80,127,113,651,145,768,253,315,19,63,30,8,2,30,1078,812,25
Batch-1390,15,170,196,721,99,464,248,118,16,53,34,343,159,26,79,134,152,653,141,769,250,311,23,70,31,45,2,30,1107,1316,27
Batch-1391,19,170,164,719,110,461,281,74,15,26,38,335,161,27,81,155,106,637,163,804,244,307,22,64,29,9,2,30,1148,2907,29
Batch-1392,26,170,153,721,106,469,275,110,15,35,32,338,175,25,81,120,130,663,123,837,244,312,17,70,28,62,2,29,1097,2370,28
Batch-1393,38,170,184,721,85,465,240,51,15,26,40,341,175,28,79,139,178,641,170,767,254,336,23,65,27,45,2,28,1141,2080,29
Batch-1394,23,170,125,720,130,470,240,46,15,17,27,337,173,29,80,163,205,643,159,855,256,308,19,69,27,19,2,28,1115,4995,32
Batch-1395,17,170,179,719,85,465,264,55,15,59,38,335,168,26,80,135,168,658,169,769,251,321,15,61,33,9,2,31,1148,3224,30
Batch-1396,15,170,190,721,125,460,245,51,16,58,41,341,159,28,81,152,141,648,143,783,257,336,18,69,28,50,2,28,1148,4953,31
Batch-1397,15,170,146,720,97,470,240,86,16,24,40,341,154,29,79,124,114,640,146,848,246,296,18,66,32,13,2,31,1047,3901,29
Batch-1398,25,170,104,721,120,462,268,119,15,19,26,336,177,27,81,133,190,645,169,822,259,318,19,61,29,9,2,29,1142,5698,34
Batch-1399,23,170,195,719,111,467,257,105,15,60,36,340,156,29,80,140,186,652,159,827,244,311,19,69,30,27,2,28,1141,2643,29
Batch-1400,39,170,173,720,103,469,295,96,16,48,40,342,168,27,80,156,208,649,175,791,244,317,17,68,30,15,2,31,1148,5890,33
Batch-1401,37,170,131,719,118,461,298,50,15,13,27,338,158,29,81,138,167,648,160,855,250,314,16,62,29,49,2,30,1140,4214,32
Batch-1402,21,170,158,720,102,460,237,12,15,22,31,341,175,25,81,128,105,654,131,781,252,322,26,67,30,55,2,29,1074,5213,30
Batch-1403,35,170,130,721,76,470,252,8,14,42,35,341,166,28,80,133,219,650,157,805,263,326,16,61,31,7,2,28,1135,1605,28
Batch-1404,21,170,105,720,129,465,277,78,16,7,35,342,181,28,81,122,161,646,125,857,263,321,19,70,30,62,2,29,1092,4686,33
Batch-1405,33,170,132,720,122,464,290,64,15,39,33,338,172,27,79,132,145,639,162,805,262,300,15,62,28,25,2,31,1148,4853,35
Batch-1406,27,170,183,721,122,463,289,87,16,29,39,343,165,25,80,133,208,662,155,803,261,327,22,62,33,44,2,29,1148,1768,29
Batch-1407,18,170,170,719,111,469,246,31,16,41,28,345,176,26,79,147,108,653,144,799,252,324,22,64,31,5,2,31,1140,1316,27
Batch-1408,27,170,111,719,108,467,260,99,16,56,26,337,177,25,79,129,209,646,148,767,262,304,26,70,29,7,2,28,1131,1206,28
Batch-1409,24,170,129,720,85,460,237,66,14,29,36,344,169,29,81,153,140,645,122,844,243,296,15,67,29,38,2,31,1066,5574,30
Batch-1410,25,170,155,719,129,463,259,44,14,56,26,336,163,26,81,151,195,646,132,834,261,314,24,61,28,8,2,31,1134,2036,28
Batch-1411,39,170,157,721,127,460,273,95,16,4,32,343,173,27,81,139,108,662,128,818,256,337,21,68,31,26,2,28,1113,4556,32
Batch-1412,35,170,172,720,80,469,258,10,14,12,28,339,156,29,81,128,164,648,137,811,246,330,24,62,33,25,2,31,1085,3826,29
Batch-1413,34,170,181,721,134,461,273,117,15,57,32,340,154,29,81,161,166,646,171,807,246,312,22,70,31,40,2,31,1148,3833,30
Batch-1414,23,170,197,720,106,467,261,62,14,6,28,340,159,28,80,158,206,653,180,802,255,303,23,70,32,52,2,29,1128,1230,28
Batch-1415,22,170,189,721,89,467,276,69,15,15,30,337,156,27,80,136,120,646,132,799,255,331,15,62,29,10,2,31,1106,2051,28
Batch-1416,24,170,105,721,127,466,235,55,14,28,37,341,176,26,81,150,171,637,137,833,264,309,22,65,29,12,2,29,1093,4265,30
Batch-1417,29,170,162,720,130,469,252,89,16,38,31,337,172,26,81,125,174,636,146,793,244,305,24,69,33,22,2,29,1100,4671,30
Batch-1418,24,170,182,721,133,460,288,112,16,20,39,343,160,25,81,154,217,641,128,821,245,323,25,61,29,7,2,29,1131,4153,30
Batch-1419,27,170,185,719,77,462,254,91,16,44,40,335,173,29,81,156,139,656,170,836,259,320,18,68,32,28,2,31,1148,5534,37
Batch-1420,22,170,191,720,87,461,244,54,14,14,33,345,181,27,81,146,153,663,137,759,263,314,20,62,33,23,2,29,1098,3530,29
Batch-1421,35,170,182,720,122,460,252,20,14,21,37,345,154,26,80,123,160,649,157,835,263,302,25,69,33,34,2,30,1072,4931,31
Batch-1422,16,170,147,719,113,465,237,26,14,22,32,335,164,29,80,144,220,637,179,777,257,307,23,69,29,3,2,30,1112,4477,32
Batch-1423,28,170,174,720,84,460,295,34,16,44,40,341,164,26,80,132,190,659,142,809,252,317,21,61,31,10,2,31,1148,2230,29
Batch-1424,24,170,152,720,82,467,259,97,14,38,27,344,173,28,79,124,140,639,139,756,249,316,15,62,29,22,2,28,1106,4845,30
Batch-1425,15,170,167,720,96,468,263,73,14,25,28,337,153,28,80,125,134,661,176,765,254,311,17,66,33,58,2,30,1116,1990,28
Batch-1426,24,170,106,721,109,468,297,46,15,7,33,336,155,26,80,164,144,638,127,764,256,315,19,60,30,57,2,31,1126,4541,30
Batch-1427,28,170,163,719,105,465,249,88,15,36,32,344,154,26,81,124,212,655,166,858,259,307,17,68,27,57,2,28,1091,1901,28
Batch-1428,17,170,123,720,106,467,296,60,14,54,30,345,153,28,80,128,167,654,141,758,264,331,15,66,27,5,2,31,1148,3867,30
Batch-1429,29,170,145,720,77,465,258,110,15,36,34,335,177,29,80,137,138,636,124,811,254,334,22,60,28,59,2,28,1122,5019,34
Batch-1430,21,170,179,720,113,469,294,83,16,60,38,343,176,27,81,160,142,644,165,857,250,314,20,62,29,47,2,31,1148,4255,33
Batch-1431,39,170,142,719,86,466,258,83,14,27,41,341,174,26,79,139,215,647,124,845,249,303,25,61,28,50,2,28,1081,3413,29
Batch-1432,18,170,156,719,113,463,259,72,15,41,27,344,168,25,80,146,184,655,159,834,261,310,18,68,28,60,2,30,1141,2001,29
Batch-1433,24,170,131,721,99,469,256,58,16,26,37,345,158,25,79,156,181,638,140,855,255,316,15,62,27,33,2,28,1107,2615,29
Batch-1434,35,170,199,719,115,465,271,71,14,6,29,341,156,27,81,137,123,655,172,834,263,293,17,67,32,29,2,31,1098,3864,30
Batch-1435,34,170,117,721,89,469,289,19,15,31,27,335,163,27,80,141,187,656,152,761,256,329,26,62,29,23,2,29,1148,741,27
Batch-1436,24,170,168,720,80,465,272,101,14,47,27,338,181,27,81,122,134,646,141,795,251,301,19,69,27,56,2,31,1122,5882,37
Batch-1437,31,170,171,719,128,467,296,121,16,42,35,341,172,28,81,152,134,637,144,793,245,306,23,61,32,62,2,29,1148,3931,30
Batch-1438,35,170,144,719,78,460,298,79,15,30,33,338,163,29,79,143,163,645,134,779,246,334,19,63,29,30,2,29,1148,5056,36
Batch-1439,15,170,188,719,118,467,278,30,15,60,38,343,172,25,81,124,164,649,137,774,255,301,18,70,28,21,2,29,1129,933,27
Batch-1440,29,170,122,721,125,463,295,35,14,4,27,338,166,27,81,160,160,651,179,776,258,295,18,62,27,64,2,29,1148,2574,30
Batch-1441,18,170,186,721,132,466,288,35,16,4,26,342,178,28,79,127,200,664,162,788,260,322,25,70,33,52,2,30,1144,3951,35
Batch-1442,19,170,170,720,92,461,296,111,16,25,36,343,170,26,80,130,124,648,148,809,252,299,25,66,33,59,2,28,1129,3328,30
Batch-1443,27,170,146,720,95,461,292,10,16,49,40,335,173,25,80,150,207,660,161,833,257,332,21,62,33,16,2,30,1148,3308,30
Batch-1444,22,170,116,720,77,461,234,88,15,17,28,339,177,26,81,159,134,664,121,828,260,318,20,63,28,11,2,29,1083,2830,28
Batch-1445,24,170,133,720,101,464,242,92,16,57,40,338,160,28,79,145,105,654,170,843,261,335,19,60,31,41,2,28,1148,4345,35
Batch-1446,21,170,122,720,109,468,269,103,14,4,39,338,162,25,81,121,153,650,142,795,248,302,17,62,29,25,2,29,1058,5097,30
Batch-1447,32,170,117,719,85,469,245,67,15,11,38,336,163,27,79,140,144,656,138,801,261,304,19,62,29,64,2,29,1059,821,27
Batch-1448,19,170,195,719,122,466,292,61,14,43,35,335,164,26,81,143,199,646,137,782,259,315,23,65,33,45,2,30,1148,941,27
Batch-1449,19,170,192,719,128,463,271,39,16,4,35,344,176,28,79,137,155,653,135,794,257,321,22,67,31,39,2,28,1103,5032,36
Batch-1450,36,170,200,719,119,465,292,32,16,33,28,345,166,29,81,142,128,635,167,844,248,331,17,68,30,18,2,31,1148,3664,35
Batch-1451,33,170,189,720,104,465,300,59,16,60,38,338,169,25,81,124,205,647,128,777,261,326,22,62,30,7,2,28,1148,3954,30
Batch-1452,23,170,192,721,124,468,244,23,15,13,27,341,171,27,81,136,144,659,135,801,250,316,18,66,31,55,2,28,1074,5910,36
Batch-1453,19,170,153,721,79,462,279,80,14,11,32,340,175,29,81,129,134,647,181,758,252,325,15,63,29,5,2,30,1148,2691,30
Batch-1454,24,170,196,721,81,464,237,70,16,34,34,342,156,27,79,147,125,645,136,763,244,295,25,62,30,25,2,29,1064,976,25
Batch-1455,32,170,151,720,89,466,256,51,16,17,33,343,169,28,79,149,160,649,134,759,256,312,26,62,33,45,2,30,1100,3292,29
Batch-1456,25,170,121,719,126,462,261,52,15,32,35,339,171,25,80,143,102,638,125,774,258,322,17,63,32,16,2,30,1116,3397,29
Batch-1457,29,170,174,719,77,469,274,112,14,10,38,335,179,29,79,162,154,638,154,785,258,318,22,65,33,42,2,29,1148,5658,37
Batch-1458,26,170,111,721,104,465,263,7,16,7,31,343,175,26,80,135,157,637,133,789,257,293,19,64,28,38,2,30,1064,4090,30
Batch-1459,38,170,159,721,77,462,272,80,14,52,35,338,174,27,81,161,206,636,179,806,252,318,16,67,31,39,2,29,1148,2992,30
Batch-1460,26,170,104,720,107,463,280,94,14,5,35,336,175,27,81,136,206,641,157,792,265,324,20,66,32,59,2,31,1140,5219,34
Batch-1461,39,170,138,719,134,465,279,66,15,26,28,340,172,29,81,142,174,647,126,845,265,331,15,66,31,63,2,30,1137,3267,30
Batch-1462,28,170,198,720,118,468,252,117,14,12,30,339,157,25,80,126,167,649,163,826,255,306,25,69,32,63,2,30,1078,5828,34
Batch-1463,30,170,143,719,135,465,290,69,15,43,27,341,169,27,80,157,158,658,123,757,254,300,20,68,31,39,2,31,1144,4275,30
Batch-1464,18,170,153,720,128,463,290,29,14,7,36,339,167,29,81,159,139,639,181,849,243,304,17,65,31,13,2,29,1148,915,28
Batch-1465,19,170,192,719,108,462,273,9,16,4,39,337,173,27,79,142,220,641,122,830,264,300,17,64,30,52,2,28,1072,2033,28
Batch-1466,18,170,141,720,96,470,291,19,16,33,36,344,170,25,80,150,135,640,133,814,254,330,23,67,32,18,2,28,1148,3128,29
Batch-1467,31,170,106,720,81,468,281,63,16,39,35,345,176,29,81,148,199,657,125,855,249,304,17,66,32,55,2,29,1134,5513,36
Batch-1468,31,170,116,720,93,461,279,92,14,59,26,338,164,28,79,122,136,651,154,842,264,302,17,62,28,10,2,31,1139,5945,32
Batch-1469,32,170,139,720,116,464,295,121,16,38,32,338,177,27,79,122,117,646,171,835,244,308,16,66,30,25,2,30,1148,5114,32
Batch-1470,22,170,182,721,89,469,270,88,15,49,26,344,166,26,80,137,122,653,169,788,245,336,18,67,29,45,2,29,1148,2563,29
Batch-1471,23,170,175,720,113,466,258,6,16,33,39,336,155,25,81,149,148,645,136,802,252,295,26,63,32,37,2,31,1089,2866,28
Batch-1472,36,170,161,721,124,462,276,105,14,29,39,340,159,28,80,138,134,640,124,779,259,315,16,67,31,23,2,31,1103,3313,29
Batch-1473,20,170,174,721,83,463,246,117,16,27,40,335,177,28,81,153,208,654,158,855,252,329,15,69,33,38,2,31,1148,2492,29
Batch-1474,18,170,104,719,86,464,258,112,16,10,31,337,179,26,81,148,179,650,175,847,258,298,15,70,32,43,2,31,1131,3066,30
Batch-1475,24,170,187,721,77,465,247,44,14,4,28,340,173,25,80,159,217,662,136,762,256,315,22,62,31,24,2,30,1095,4194,30
Batch-1476,20,170,113,720,95,464,285,118,14,37,30,343,155,29,80,161,115,651,148,757,247,326,25,64,33,64,2,30,1148,4993,34
Batch-1477,21,170,130,719,86,464,235,88,15,15,26,343,164,25,81,123,178,638,140,853,253,299,26,60,31,40,2,31,1038,2956,28
Batch-1478,26,170,105,721,89,461,256,56,14,18,33,343,159,28,79,149,195,647,163,851,253,311,21,61,30,36,2,30,1116,2664,29
Batch-1479,36,170,126,721,104,466,271,47,15,43,30,342,179,27,81,159,153,638,134,830,249,330,21,66,27,42,2,31,1148,4888,33
Batch-1480,28,170,140,721,107,462,256,80,14,21,27,341,160,28,79,156,107,659,179,810,244,294,20,62,27,35,2,28,1121,5074,35
Batch-1481,19,170,169,719,101,460,235,121,15,43,29,343,172,29,79,135,193,639,129,798,255,314,16,63,32,63,2,28,1088,1412,27
Batch-1482,28,170,189,720,129,467,262,62,16,60,26,343,156,28,80,148,208,647,152,815,264,321,26,68,33,12,2,30,1148,4381,34
Batch-1483,23,170,177,720,136,463,291,15,16,37,34,335,181,28,79,122,203,646,162,821,261,297,15,64,31,14,2,28,1148,5844,33
Batch-1484,32,170,154,721,96,462,240,105,14,19,29,339,159,25,79,162,136,663,130,779,261,304,15,65,32,49,2,30,1076,2234,27
Batch-1485,15,170,173,720,100,469,257,61,15,54,37,335,163,28,81,136,128,637,147,808,264,311,26,63,28,41,2,29,1125,5408,31
Batch-1486,34,170,144,719,134,469,270,37,14,18,33,345,154,27,80,148,190,644,126,802,255,307,23,66,31,19,2,31,1085,4082,29
Batch-1487,19,170,186,719,98,469,265,124,14,25,40,339,157,27,81,157,204,647,122,814,255,330,18,63,31,53,2,28,1115,4795,30
Batch-1488,24,170,105,720,102,463,239,66,15,37,29,344,181,28,80,134,120,658,180,778,252,295,20,69,28,13,2,28,1122,4575,36
Batch-1489,25,170,121,721,116,465,280,116,15,57,26,343,159,28,80,150,201,641,140,804,248,327,25,65,30,36,2,31,1148,3399,29
Batch-1490,24,170,108,720,125,465,287,109,16,27,33,345,168,28,79,127,203,655,175,757,246,307,23,70,32,53,2,29,1148,5193,35
Batch-1491,29,170,150,719,85,466,290,11,16,57,36,337,163,28,81,155,132,651,169,764,256,305,17,68,33,63,2,30,1148,2996,30
Batch-1492,21,170,155,720,119,467,282,82,16,60,34,344,173,26,81,152,153,645,177,797,262,323,21,63,32,50,2,30,1148,1239,29
Batch-1493,15,170,111,721,90,465,235,57,15,17,37,335,179,29,79,151,123,638,162,787,255,332,19,60,32,17,2,30,1138,921,27
Batch-1494,26,170,146,719,135,461,285,113,14,17,33,335,173,29,81,151,215,662,142,794,254,300,25,61,33,48,2,31,1132,3286,29
Batch-1495,32,170,109,720,91,469,284,76,15,30,27,337,159,26,79,158,201,640,178,831,251,311,23,60,33,2,2,31,1148,5003,35
Batch-1496,19,170,126,721,131,463,251,10,14,26,34,342,153,26,81,121,140,655,178,801,250,303,15,67,29,19,2,30,1091,3356,29
Batch-1497,22,170,183,720,122,467,242,58,15,49,34,336,167,28,80,127,179,641,171,845,261,335,20,61,29,11,2,28,1148,5805,34
Batch-1498,27,170,146,721,101,463,238,87,14,45,37,342,165,29,80,122,196,651,176,791,246,311,22,68,28,43,2,30,1115,2324,28
Batch-1499,36,170,115,720,108,464,275,27,15,56,41,339,165,26,79,150,220,648,146,791,258,304,26,68,31,45,2,28,1148,5234,33
Batch-1500,24,170,148,719,136,468,275,25,14,15,41,337,178,28,79,145,107,664,143,794,257,311,21,60,29,50,2,28,1124,1192,28
Batch-1501,30,170,159,720,103,465,297,54,14,43,29,344,173,26,79,125,212,647,169,854,259,320,15,62,27,47,2,29,1148,2981,30
Batch-1502,39,170,151,719,122,460,237,9,15,9,27,338,177,28,81,160,181,660,143,803,259,293,21,69,33,64,2,28,1080,2617,28
Batch-1503,32,170,119,719,122,468,266,113,15,39,41,335,162,25,80,126,137,659,157,774,264,302,25,68,27,28,2,31,1110,4390,30
Batch-1504,35,170,181,721,115,464,283,115,15,36,39,336,154,25,81,120,202,652,154,784,243,301,24,60,33,32,2,28,1109,5486,31
Batch-1505,30,170,151,719,118,460,284,121,16,32,38,343,163,29,79,121,199,635,171,789,249,304,22,70,31,18,2,28,1134,4017,30
Batch-1506,18,170,192,720,91,460,259,38,14,17,37,339,168,28,80,131,187,658,130,805,245,294,19,60,30,2,2,28,1057,2554,28
Batch-1507,34,170,145,721,78,467,280,96,14,29,35,335,172,27,80,128,193,652,168,756,245,313,18,62,29,12,2,28,1147,1217,28
Batch-1508,31,170,137,720,93,469,261,43,15,37,34,341,177,25,79,153,118,636,177,787,257,311,15,65,27,48,2,31,1148,4245,33
Batch-1509,15,170,141,719,108,469,263,57,14,4,31,340,162,25,79,135,106,650,159,793,243,330,23,70,29,12,2,28,1110,3804,30
Batch-1510,22,170,132,720,127,464,292,114,15,15,41,342,172,26,81,141,156,643,157,850,254,327,17,62,33,23,2,29,1148,5258,37
Batch-1511,38,170,145,719,77,470,250,54,15,41,27,339,165,25,79,164,220,649,167,817,243,298,16,61,29,4,2,29,1143,4564,34
Batch-1512,16,170,141,720,82,465,289,64,15,57,34,336,181,26,81,129,218,638,181,851,259,308,16,67,27,22,2,28,1148,2349,30
Batch-1513,39,170,144,721,83,461,243,102,14,34,26,344,156,29,80,156,102,664,132,837,265,335,15,60,28,40,2,31,1115,4019,30
Batch-1514,38,170,136,719,104,462,275,38,15,28,31,342,162,25,79,157,214,663,162,853,257,295,21,70,28,45,2,29,1136,1602,28
Batch-1515,39,170,103,720,124,469,243,85,16,33,32,335,157,27,79,150,116,644,140,850,247,331,18,65,33,42,2,28,1115,5819,35
Batch-1516,19,170,165,720,122,466,299,112,16,9,26,336,181,29,81,158,152,649,156,823,246,323,19,69,28,23,2,30,1148,2032,29
